country,continent,year,co2_emissions,gdp,population
Germany,Europe,2020,6372.44358687425,28104.344778701965,837.055013461213
UK,Europe,1995,3354.084671867979,80428.52090150051,1387.7153632477239
UK,Europe,1996,3563.343969163967,41124.738457619394,1407.3681536346708
UK,Europe,1997,7632.857984077983,18724.373822546768,1114.210941354718
UK,Europe,1998,1540.3249695378308,43667.637853818844,246.51583599808868
UK,Europe,1999,11285.759915090865,32881.377553778584,317.46782962447065
UK,Europe,2000,7270.66556802789,82565.66701375018,634.2106846687219
UK,Europe,2001,8354.259086828706,3246.7019892464987,105.70148899099058
UK,Europe,2002,2621.9434573539233,9351.448388204259,1159.8596134612121
UK,Europe,2003,5772.739881026893,,314.011552505085
UK,Europe,2004,5022.494539549992,20209.397578407,
UK,Europe,2005,92.57688120525215,67947.72582525125,472.33159374900066
UK,Europe,2006,11571.877567389301,66443.48039702405,892.4210566523581
UK,Europe,2007,4612.610852935982,75586.19697632971,564.1098720281533
UK,Europe,2008,6800.631754701023,44981.87371945038,784.6296443720853
UK,Europe,2009,11293.404493393722,83293.83531529068,309.1040973724723
UK,Europe,2010,4997.214708722702,65939.96653855176,519.8342149430237
UK,Europe,2011,11879.297420791743,15111.995241358658,1340.120148527209
UK,Europe,2012,3909.0315831279236,29279.001138746597,696.9276709559908
UK,Europe,2013,10818.061484814178,30253.673097353465,831.1470526867108
UK,Europe,2014,11694.868908564002,52685.56752280009,1199.6675891945458
UK,Europe,2015,10476.819715845888,35353.24167575265,537.9467938606816
UK,Europe,2016,841.7498372856655,44389.40069693266,298.25471497743735
UK,Europe,2017,4676.347400433845,86472.76404035752,314.52763924644916
UK,Europe,2018,2600.535520406622,28627.4728436176,
UK,Europe,2019,6694.025025369967,,5.232880648592529
UK,Europe,2020,7596.488043582589,39553.93037739429,1232.2893255063188
France,Europe,1995,2285.860739950772,77591.15910756539,
France,Europe,1996,9477.046029330482,32610.242016853925,940.3220730984414
France,Europe,1997,7677.278199816613,,872.366899741764
France,Europe,1998,11709.113692473053,45847.80008712846,1105.7743738527706
France,Europe,1999,3571.7727498150402,57120.633648630865,518.9067783680168
France,Europe,2000,5588.509227642013,45187.663100886086,446.5826134785949
France,Europe,2001,7816.362677923455,8355.081183465849,1472.8856145772775
France,Europe,2002,11249.180445915095,89365.56812124165,796.8396373663177
France,Europe,2003,8168.440951808277,44612.163137545096,1192.886761277117
France,Europe,2004,11520.551832524781,4771.191018842254,946.9755147407666
France,Europe,2005,8468.946784605898,35423.95682908866,177.81154703391562
France,Europe,2006,5182.090113093614,74411.39105637876,1059.9590882644457
France,Europe,2007,5214.927858929591,32274.682247759327,1058.6556847595582
France,Europe,2008,3653.810299884983,60481.239102800144,900.5799218108525
France,Europe,2009,1245.6389762266201,60193.19929838477,339.493185409748
France,Europe,2010,9517.409558407528,80320.0962539118,873.1102795362466
France,Europe,2011,6274.713715451309,38743.191535019534,1242.7176083440756
France,Europe,2012,9670.88040916289,2209.409496884796,1003.0109601833757
France,Europe,2013,667.6391140614917,46916.25464663861,1122.352853636241
France,Europe,2014,7525.89861443356,75952.40847822139,590.1398676468933
France,Europe,2015,3405.436407989932,41424.90788300542,1334.6138724260566
France,Europe,2016,1990.2543703467968,55201.86547501736,586.8449374184553
France,Europe,2017,11683.430214313386,35270.16215834282,239.31990450718226
France,Europe,2018,3660.424277492924,52508.009955663685,405.54097526948885
France,Europe,2019,8206.219541911818,22534.16102192669,552.1264113952476
France,Europe,2020,11424.657272281836,13212.463153602552,1175.6880263395635
Brazil,South America,1995,7415.018263652665,17852.988159459615,338.3729257531524
Brazil,South America,1996,925.6534039228226,27681.02332057529,1315.67182246596
Brazil,South America,1997,9171.860230328375,54799.759532711345,1479.4645026531498
Brazil,South America,1998,2444.090663291989,31905.99393123385,1174.9660889437064
Brazil,South America,1999,4719.689444138568,31176.736398166475,1311.8107505978826
Brazil,South America,2000,5206.326125939287,51664.80737372226,1282.0796002131508
Brazil,South America,2001,8386.938106959735,15925.257568436253,1470.1680907796715
Brazil,South America,2002,2251.4041822568565,62379.98935663936,1152.0306322175622
Brazil,South America,2003,8627.626639656362,89341.8919927489,980.6634098814271
Brazil,South America,2004,9507.014309024718,88213.83827286416,
Brazil,South America,2005,6474.370637015195,,1165.8952239966027
Brazil,South America,2006,10347.822300370968,79015.62267181408,1324.3201056823646
Brazil,South America,2007,2019.354886320131,60119.809528933125,727.8364333653197
Brazil,South America,2008,5178.785127434763,66197.70032912296,510.4385143424623
Brazil,South America,2009,9674.531206388938,44742.89725816825,1191.5965755923914
Brazil,South America,2010,7838.979534807179,50417.37524330344,11.5422437516627
Brazil,South America,2011,10180.655398710553,48370.31257084217,
Brazil,South America,2012,7669.324657429451,71543.35677958315,480.4115166866505
Brazil,South America,2013,10477.699655018858,32948.00193553987,303.87495589629344
Brazil,South America,2014,5168.036276042722,70607.84796071082,1400.4472201659128
Brazil,South America,2015,2759.865084334747,29260.279061082147,97.0973820798808
Brazil,South America,2016,9143.738276517126,60094.26174586056,
Brazil,South America,2017,8989.632053265237,81832.32215441679,1367.8585902115287
Brazil,South America,2018,9191.140457367477,30110.64805468508,378.6488329691222
Brazil,South America,2019,11454.287799507174,9597.091916759293,426.1646975384944
Brazil,South America,2020,769.2464231878823,40113.92640056655,883.8158959742183
Russia,Europe,1995,10146.46873443736,60392.49142731775,
Russia,Europe,1996,10689.126500517019,7682.774502376591,1371.4504092578109
Russia,Europe,1997,9211.53984630751,33623.93955792192,1011.327636526965
Russia,Europe,1998,3451.357540628631,24197.462515782692,675.8800339806041
Russia,Europe,1999,867.4016319469102,55211.03411525097,125.35252934084399
Russia,Europe,2000,2129.5844021089724,74291.79424485464,357.458512078992
Russia,Europe,2001,8227.126489669992,73758.90699782634,1375.7365813702445
Russia,Europe,2002,2664.892394940579,7600.036088889681,1013.2017612837267
Russia,Europe,2003,11991.847687709287,17630.66228729571,910.7679173091022
Russia,Europe,2004,6656.718329182595,66757.1194598227,550.9166672767233
Russia,Europe,2005,616.2776492426692,1519.0659807425986,1062.1769057870297
Russia,Europe,2006,10824.963942228564,16265.023235998024,182.6233513820578
Russia,Europe,2007,3362.741493706811,42852.26664897307,1307.9386528121368
Russia,Europe,2008,4536.182457340435,20534.958494104325,1285.0465737200793
Russia,Europe,2009,2823.5056726749494,54804.526681495605,604.8053520897876
Russia,Europe,2010,7072.992725985238,78718.92898570436,699.7295506555515
Russia,Europe,2011,11611.730991821249,32850.46384881386,1080.38724195513
Russia,Europe,2012,7061.965877505801,20971.282431093714,712.9562330736308
Russia,Europe,2013,4266.210977690904,58971.19905817645,1093.8722614574212
Russia,Europe,2014,2883.7608473123146,26693.34932053909,1496.8978023535578
Russia,Europe,2015,2732.7841748109186,,85.22066434249372
Russia,Europe,2016,10191.039670181366,71266.21642712726,1458.3019344941588
Russia,Europe,2017,1860.1716315203096,59434.742635464405,919.2237485898377
Russia,Europe,2018,5160.413085184012,3253.934006193896,
Russia,Europe,2019,6454.347797796025,38729.92951336007,988.8802172253303
Russia,Europe,2020,4202.364298642907,29598.4823603608,272.932121700929
Japan,Asia,1995,10745.36491377505,26517.010767799486,648.9221321449976
Japan,Asia,1996,2867.299688461095,78574.13228382159,185.2255701176512
Japan,Asia,1997,2991.328865335027,40272.31440748347,1085.9923605621277
Japan,Asia,1998,9297.76741361692,,750.4454601757951
Japan,Asia,1999,1490.0282937987909,23307.873537043386,1425.4213954586064
Japan,Asia,2000,1374.837026858247,50327.72948912957,169.26910666038282
Japan,Asia,2001,3155.0862099182523,20903.539788809285,1022.390935715374
Japan,Asia,2002,8549.05345576397,45338.906663024994,5.719880341750205
Japan,Asia,2003,490.1047448598033,88042.49277163384,811.4500144016023
Japan,Asia,2004,10470.068128767694,60233.61650907399,1428.2348844337769
Japan,Asia,2005,6916.706716354806,29078.70023376797,1336.7055122912643
Japan,Asia,2006,7227.656600652734,88146.47262408934,1274.5609734259513
Japan,Asia,2007,9099.796668228126,41907.076592668054,1038.6859351889589
Japan,Asia,2008,10743.053769837801,1391.6869748294766,154.36262679869833
Japan,Asia,2009,10629.256231814034,22027.0261669994,19.398227771922063
Japan,Asia,2010,380.9902023957012,49498.867954037894,419.0736245803071
Japan,Asia,2011,11514.62680031001,32412.659131549975,669.9361538632759
Japan,Asia,2012,10473.213676753136,44750.68549931163,774.6379270821668
Japan,Asia,2013,4660.774832489847,16876.89011586026,1370.985458701545
Japan,Asia,2014,7744.731253554041,16097.84427929617,317.26220735035247
Japan,Asia,2015,10112.319817120544,84455.21465518023,65.41967785508476
Japan,Asia,2016,1285.1685359771357,55410.857557895324,531.149417193135
Japan,Asia,2017,4894.172927381073,71977.18192533938,1479.4297342433986
Japan,Asia,2018,122.50525427262663,57705.56784940447,227.09729500932332
Japan,Asia,2019,2006.390208297613,67934.08411529269,467.6468435748928
Japan,Asia,2020,2862.116453955032,,931.1794674658539
Canada,North America,1995,7823.093604443389,40099.68600171075,193.85758693701473
Canada,North America,1996,11114.930195420664,13227.613796342735,519.3229576972703
Canada,North America,1997,9815.372901423178,46553.90559129073,1270.8016367080147
Canada,North America,1998,6322.304876676603,8142.782832288822,528.268663740599
Canada,North America,1999,9393.397758380583,63337.78380683417,760.9826963691147
Canada,North America,2000,5990.173251785991,33574.7487113531,954.7267559916661
Canada,North America,2001,7406.005535864587,10173.692375704542,1030.735024178986
Canada,North America,2002,8070.228698063859,,1455.6027186854246
Canada,North America,2003,4209.6062809828145,73075.92717580088,576.7012702999067
Canada,North America,2004,5269.478212928035,56617.40363186237,1348.8447332758194
Canada,North America,2005,8280.942930198398,1273.7230580364733,1233.9228613150958
Canada,North America,2006,11842.857577359126,62559.14857585006,1230.1251231494107
Canada,North America,2007,1806.8435164006933,52845.06769591296,781.2293942654848
Canada,North America,2008,7698.9099078009,63031.01010535355,1153.395302006354
Canada,North America,2009,2734.3154890649507,44487.06405838166,890.5997537814605
Canada,North America,2010,2064.745452722541,84304.52204882844,243.4584919387377
Canada,North America,2011,9629.459741080134,47062.20169261382,207.67449993046046
Canada,North America,2012,914.135496386776,76818.24605667265,296.395924185548
Canada,North America,2013,657.8082442931641,994.6862987117902,577.9074618714575
Canada,North America,2014,3554.8566004152885,72548.98943501392,1136.68161701986
Canada,North America,2015,68.88718831884273,79399.78429958622,1285.0774689106674
Canada,North America,2016,7129.653042238993,63871.08118537562,349.756316987547
Canada,North America,2017,4297.020876143291,57817.012831215965,708.2851632294553
Canada,North America,2018,1489.1078257362158,35889.312311124966,1493.5037687643533
Canada,North America,2019,6631.86834639845,16948.80242850523,133.5913738665377
Canada,North America,2020,218.9027948610239,75486.78994496803,714.657956018798
Australia,Oceania,1995,797.5751778583887,35760.92804997313,761.7945817369683
Australia,Oceania,1996,8359.405764538164,3574.801232272754,1191.3377465345795
Australia,Oceania,1997,486.7106242783426,22608.732496383738,287.24933155435104
Australia,Oceania,1998,10720.13082670663,40349.68070117802,693.3156858806989
Australia,Oceania,1999,7189.033458522197,87670.74484837154,593.8915343223524
Australia,Oceania,2000,3291.256561231404,43363.30962742935,1353.1307987453258
Australia,Oceania,2001,7175.826065907195,50724.36002954916,893.9427039884428
Australia,Oceania,2002,9091.284187235318,,1103.4422185829085
Australia,Oceania,2003,11115.946391725976,69065.21350459447,916.7611880666963
Australia,Oceania,2004,2037.371385322493,35427.79419940266,622.0425040320183
Australia,Oceania,2005,2817.490774236894,34985.588634994114,249.04386858690634
Australia,Oceania,2006,11676.602334798097,17179.128102621908,1323.120442446356
Australia,Oceania,2007,4305.517764154321,29076.53963613534,135.87407525026507
Australia,Oceania,2008,5582.877032339348,29610.258347520772,453.97645073148016
Australia,Oceania,2009,9045.581532415485,38922.32839781376,939.7708588458065
Australia,Oceania,2010,2122.1312836976754,45914.30772474368,1032.9618579218406
Australia,Oceania,2011,10619.50610488328,48188.99413265995,1108.5099295110087
Australia,Oceania,2012,4583.6404668432015,21729.72222985582,
Australia,Oceania,2013,109.80615510208175,34333.27296874891,884.2464231832104
Australia,Oceania,2014,5082.758841322725,21513.601478477685,286.6724494066629
Australia,Oceania,2015,10341.424981255619,28699.701788661787,755.7101956427363
Australia,Oceania,2016,11751.226048315892,25855.430294197584,587.7968394083825
Australia,Oceania,2017,10430.050853047705,76392.04080106398,983.6277069344885
Australia,Oceania,2018,4109.127207839085,63176.28934336966,911.8489707139943
Australia,Oceania,2019,5966.052638515351,75225.81874412867,597.5498732566384
Australia,Oceania,2020,1965.2204262986488,66033.46587156254,312.4031779380575
South Africa,Africa,1995,11319.143251738633,76585.83010103762,
South Africa,Africa,1996,529.8319542389023,62133.934100578736,428.2859147808181
South Africa,Africa,1997,9474.259443951834,62983.715317646296,564.9111733337003
South Africa,Africa,1998,2669.848606414953,57900.954159476896,616.8701356097581
South Africa,Africa,1999,4981.026193797839,13433.776501467622,718.0843257649913
South Africa,Africa,2000,10321.795735588958,,1136.3987529500268
South Africa,Africa,2001,2593.088646748336,22487.93093141906,869.1372363093874
South Africa,Africa,2002,603.2324043303038,74978.91959062916,1403.6040962326458
South Africa,Africa,2003,3378.2075527498228,39606.86903829762,987.1918104619147
South Africa,Africa,2004,597.9497675998265,34254.091986334104,704.9101135378153
South Africa,Africa,2005,7051.976715204551,,250.43739299669008
South Africa,Africa,2006,11274.801777012624,88694.2936297628,257.1120197484535
South Africa,Africa,2007,11676.065375943019,,370.031698537349
South Africa,Africa,2008,2564.709315815209,66614.05445002233,608.0137102560374
South Africa,Africa,2009,11699.349303689547,12719.827344684603,515.7120466037464
South Africa,Africa,2010,5356.899092711333,4079.3249307896685,330.99767994082407
South Africa,Africa,2011,2579.9768014672864,,1150.291403369381
South Africa,Africa,2012,8050.826770415954,40090.8557910016,159.3485294760334
South Africa,Africa,2013,11077.777163758643,88222.18724746615,276.9659186750834
South Africa,Africa,2014,10328.653332838252,2011.9510983251403,1246.0316502400824
South Africa,Africa,2015,5234.248950406167,,
South Africa,Africa,2016,5429.951199551133,34396.76277180919,847.1315565416152
South Africa,Africa,2017,3147.6163644478893,11716.356917908955,1392.34838410187
South Africa,Africa,2018,11828.579865144524,56598.254316098384,29.28914381066347
South Africa,Africa,2019,6959.856418284508,63951.40694545549,430.3159413405054
South Africa,Africa,2020,9156.248722950355,3457.097478353739,347.2234097093586
Mexico,North America,1995,2729.154144049513,12540.07878300748,1415.560616808635
Mexico,North America,1996,11279.120894013859,11812.04793885282,996.3196105586732
Mexico,North America,1997,11292.81925939224,70302.03918981871,899.2171998582234
Mexico,North America,1998,1896.990318810567,15661.3479454272,172.2429593991904
Mexico,North America,1999,8157.235922635768,88088.03461114014,75.0763075593509
Mexico,North America,2000,4098.771194754796,30036.702604262362,735.1437598701881
Mexico,North America,2001,9884.45701539192,9188.028968745615,48.973995752544994
Mexico,North America,2002,9931.682478792738,79334.87210470754,90.91738104534743
Mexico,North America,2003,8905.033313826323,83280.17774096453,479.3013964611852
Mexico,North America,2004,1578.7829081279358,44083.40770794606,1034.0370433304493
Mexico,North America,2005,705.9010090180706,57079.374951078855,1119.1617056837938
Mexico,North America,2006,258.4236207391541,89683.60245077152,1367.2633206885453
Mexico,North America,2007,8161.6826313142055,68202.47035413882,1312.6003852048061
Mexico,North America,2008,8417.03064924784,30429.028540014217,951.1560342785885
Mexico,North America,2009,3992.443605560316,85007.43582011174,961.1368743558232
Mexico,North America,2010,8143.584095423296,,
Mexico,North America,2011,1840.9415405147897,32425.017049460963,1358.3362885768875
Mexico,North America,2012,564.629940874737,10212.57155418784,263.2791040394451
Mexico,North America,2013,9443.224857377156,48413.77399713847,198.03497351959723
Mexico,North America,2014,1044.9363711466572,,628.5393924905502
Mexico,North America,2015,8262.515570043164,,185.0508996646445
Mexico,North America,2016,3766.939429783465,11153.790796548612,373.16595192236775
Mexico,North America,2017,2312.4756866734792,4575.089749913854,969.8829557531278
Mexico,North America,2018,7924.522543830522,,
Mexico,North America,2019,7322.793178267426,50801.48874828867,198.24828160320402
Mexico,North America,2020,4647.74009391146,31026.111022092296,104.07616563278123
Italy,Europe,1995,6846.077045575196,61437.54780700868,1410.4275265805416
Italy,Europe,1996,11048.347991135874,43520.568926289314,1416.7056380875588
Italy,Europe,1997,5777.518697196985,86962.91739467706,759.8199068382272
Italy,Europe,1998,4040.3719282785246,,
Italy,Europe,1999,138.99020212688552,26751.57627092826,1346.8635876128008
Italy,Europe,2000,1352.5775874919434,3573.9845081937146,692.484786985906
Italy,Europe,2001,355.63430752470543,88075.3884133915,1462.060738890772
Italy,Europe,2002,6634.702548107046,69893.25179366807,895.8335413529401
Italy,Europe,2003,10337.359635085862,33814.67524686504,421.25774916229744
Italy,Europe,2004,7359.700283203975,58735.35860360149,906.5859196527302
Italy,Europe,2005,5798.698992764145,83391.82370603025,1423.9222087363294
Italy,Europe,2006,1293.921286902899,87962.80103279061,1284.4557222244089
Italy,Europe,2007,11575.013382275429,8140.690230363513,
Italy,Europe,2008,2379.585696614871,6050.502360141159,1489.4790525101216
Italy,Europe,2009,4849.648595000075,70004.98567126796,1372.0768552876898
Italy,Europe,2010,7072.27255230321,25743.189230953634,212.59483815420606
Italy,Europe,2011,9909.300044883215,63406.660847793326,458.2916356351259
Italy,Europe,2012,1488.8913779113384,,909.5562129282341
Italy,Europe,2013,831.0099887674984,49774.218609282136,1404.457693792986
Italy,Europe,2014,7776.290514834612,55686.286709216234,1366.9290590851035
Italy,Europe,2015,10201.724706794586,59371.022184085414,232.9652829952073
Italy,Europe,2016,5082.585722692811,85912.56140950944,223.6079401221419
Italy,Europe,2017,6129.039119030277,34633.86828410341,950.7153324628238
Italy,Europe,2018,2222.472585477954,47341.93558015644,179.1896385570944
Italy,Europe,2019,4945.191244331517,68895.93124199692,804.2287120479331
Italy,Europe,2020,2449.119701598613,50265.56496109222,1317.007913923387
Spain,Europe,1995,5910.528344138604,24899.558277804757,497.5577398150605
Spain,Europe,1996,9498.167332673584,56241.11061724334,813.3769165740017
Spain,Europe,1997,11701.882822381662,40766.28403398156,
Spain,Europe,1998,3849.1278163210236,53552.74536672872,185.96331345556706
Spain,Europe,1999,10888.946398831957,,937.0712818034375
Spain,Europe,2000,8169.777302960336,86364.82856339077,319.55471294500205
Spain,Europe,2001,746.4355713956494,88755.28344557657,466.51956438927556
Spain,Europe,2002,2939.551626516859,6098.342566081309,35.60661401999949
Spain,Europe,2003,1844.222532853311,84743.87373151525,902.417323970288
Spain,Europe,2004,11796.646761076741,43400.73972289148,65.64179842216242
Spain,Europe,2005,9751.646888403144,84489.32133627369,741.6681757861678
Spain,Europe,2006,11650.894794301412,67116.16281301105,622.3506283477651
Spain,Europe,2007,4882.862687400567,60931.982526421605,602.0950545138954
Spain,Europe,2008,3818.2548931226484,17167.914553799437,687.489867599062
Spain,Europe,2009,768.3315240440915,83165.00976040274,357.2201538451387
Spain,Europe,2010,9362.242343277261,27897.849489683704,19.956586672163393
Spain,Europe,2011,6267.486330126055,76016.19257394623,1369.301609358014
Spain,Europe,2012,4064.9294639038135,79091.05689162984,1377.7793181452362
Spain,Europe,2013,1163.7571139818049,34989.026994069725,878.5408746407162
Spain,Europe,2014,5004.658017917156,5094.104558715098,1259.8859936442739
Spain,Europe,2015,11041.007824101614,73794.23568775697,689.1247318435393
Spain,Europe,2016,6921.638493240492,70186.440182331,1256.4265637558499
Spain,Europe,2017,8938.517110380073,71422.33064821667,
Spain,Europe,2018,3078.3472037797383,7136.758172733185,504.10432083492867
Spain,Europe,2019,6292.2476987494565,79075.26315820667,1179.197724955771
Spain,Europe,2020,1552.4896588239797,81655.56571490155,
Saudi Arabia,Asia,1995,10507.120711981619,66331.78327375295,1117.3242329746854
Saudi Arabia,Asia,1996,3851.927449259135,66434.50043434123,1391.5014868436688
Saudi Arabia,Asia,1997,2611.569706519549,78887.79763413128,289.99302357298535
Saudi Arabia,Asia,1998,10539.696046719271,17440.37519199808,377.1384192648978
Saudi Arabia,Asia,1999,9548.864884211493,61844.56558899107,202.3834245621586
Saudi Arabia,Asia,2000,2579.3200214270914,16496.24207776509,
Saudi Arabia,Asia,2001,199.19884702001391,79916.45698651491,900.216449824164
Saudi Arabia,Asia,2002,284.4014877856688,39005.54836102924,215.0755290839643
Saudi Arabia,Asia,2003,11285.30793518611,85225.27864293593,576.838806170251
Saudi Arabia,Asia,2004,3397.071728095721,23939.509405337227,264.591779445535
Saudi Arabia,Asia,2005,1663.1091365711825,,968.9865985680096
Saudi Arabia,Asia,2006,4851.360623033921,61932.58557059825,76.63018074197878
Saudi Arabia,Asia,2007,8565.986387545216,10603.248861832462,774.2398250449485
Saudi Arabia,Asia,2008,11477.436546583693,60779.830758094104,655.023470669955
Saudi Arabia,Asia,2009,6966.850527249716,,1418.3454110707053
Saudi Arabia,Asia,2010,3829.1788234844557,55211.548747747576,1279.7959143528474
Saudi Arabia,Asia,2011,4607.374875944536,,627.1215002142476
Saudi Arabia,Asia,2012,3678.0500879271312,68542.91365097032,865.3568081742878
Saudi Arabia,Asia,2013,6466.623082722871,34836.41488928407,106.18837346706981
Saudi Arabia,Asia,2014,4426.1271881930215,44862.30941602448,443.35033783210105
